order_id;order_datetime;customer_id;country;city;category;product;unit_price;quantity;discount;payment_method;channel
13696;2023-04-08 11:00:00;8813;Norway;Oslo;Office;Whiteboard;20982.58;4;0.1;Visa;Partner
13697;2024-11-07 22:00:00;5379;Iceland;Reykjavik;Office;Notebook;21524.11;4;0.15;Visa;Partner
13698;2023-12-04 21:00:00;6954;Iceland;Reykjavik;Electronics;Smartphone;5957.74;4;0.05;Visa;Partner
13699;2024-03-04 16:00:00;3921;Iceland;Kopavogur;Gaming;Gaming Chair;16708.86;4;0.1;Invoice;In-Store
13700;2024-07-08 21:00:00;2839;Sweden;Stockholm;Office;Whiteboard;1414.08;4;0.0;Visa;Mobile
13701;2024-11-29 10:00:00;3021;Iceland;Reykjavik;Sports;Football;7828.93;5;0.1;PayPal;Partner
13702;2023-05-25 09:00:00;4985;Norway;Oslo;Office;Desk Lamp;22471.34;5;0.0;Invoice;In-Store
13703;2024-12-25 15:00:00;9113;Sweden;Malmö;Gaming;VR Headset;7724.78;2;0.0;Invoice;In-Store
13704;2023-10-11 08:00:00;7255;Iceland;Reykjavik;Office;Notebook;14276.7;1;0.1;PayPal;Mobile
13705;2024-11-18 05:00:00;7835;Iceland;Reykjavik;Electronics;Monitor;20377.8;4;0.0;Invoice;Mobile
13706;2023-04-26 11:00:00;4679;Norway;Oslo;Music;Bass;17139.14;5;0.0;Invoice;Web
13707;2023-06-11 19:00:00;5486;Iceland;Kopavogur;Electronics;Keyboard;7570.08;1;0.1;Mastercard;Mobile
13708;2023-04-19 08:00:00;6049;Iceland;Kopavogur;Electronics;Laptop;8319.49;1;0.0;Visa;In-Store
13709;2023-08-18 22:00:00;8536;Iceland;Reykjavik;Sports;Treadmill;14402.06;2;0.0;Invoice;Mobile
13710;2024-12-25 13:00:00;3352;Finland;Turku;Office;Notebook;16791.31;2;0.05;Mastercard;Partner
13711;2024-11-26 09:00:00;3050;Finland;Turku;Office;Office Chair;24176.56;2;0.05;Invoice;In-Store
13712;2024-10-25 11:00:00;1634;Finland;Tampere;Music;Guitar;18568.26;1;0.0;Visa;Mobile
13713;2023-08-26 13:00:00;1948;Iceland;Kopavogur;Gaming;VR Headset;11013.31;5;0.1;Mastercard;Mobile
13714;2023-02-09 22:00:00;2658;Denmark;Copenhagen;Sports;Running Shoes;11260.46;4;0.05;Invoice;Mobile
13715;2023-11-13 11:00:00;1849;Iceland;Reykjavik;Outdoors;Tent;10169.64;3;0.1;Mastercard;Web
13716;2023-05-28 10:00:00;9372;Sweden;Stockholm;Outdoors;Camping Stove;10701.83;4;0.05;PayPal;Partner
13717;2024-02-20 23:00:00;1663;Norway;Oslo;Office;Notebook;20244.99;3;0.0;Visa;Web
13718;2023-04-19 11:00:00;3200;Norway;Oslo;Office;Whiteboard;7858.11;1;0.0;Invoice;Partner
13719;2024-07-15 03:00:00;9021;Finland;Turku;Music;Microphone;200.08;2;0.0;Invoice;Mobile
13720;2023-01-09 13:00:00;7324;Norway;Stavanger;Music;Drum Kit;375.99;1;0.0;Visa;In-Store
13721;2024-06-02 10:00:00;7612;Denmark;Aarhus;Outdoors;Tent;1915.5;5;0.05;Vipps;In-Store
13722;2023-08-26 03:00:00;5605;Sweden;Gothenburg;Gaming;GPU;837.61;1;0.0;Visa;In-Store
13723;2023-09-13 21:00:00;5265;Norway;Stavanger;Office;Notebook;19409.7;4;0.15;Mastercard;Partner
13724;2023-10-08 08:00:00;9058;Sweden;Gothenburg;Sports;Football;2062.74;5;0.0;PayPal;Partner
13725;2023-09-09 06:00:00;1557;Sweden;Malmö;Electronics;Headphones;4961.01;2;0.0;Visa;Partner
13726;2024-11-21 02:00:00;9364;Norway;Trondheim;Gaming;Console;18052.63;5;0.15;Mastercard;Web
13727;2024-07-11 15:00:00;8014;Denmark;Odense;Electronics;Laptop;12245.42;1;0.05;Visa;In-Store
13728;2024-11-18 08:00:00;1097;Finland;Helsinki;Electronics;Laptop;20016.79;2;0.0;PayPal;In-Store
13729;2024-01-08 20:00:00;3128;Finland;Helsinki;Electronics;Keyboard;23109.52;1;0.05;Vipps;Web
13730;2024-01-14 16:00:00;3130;Iceland;Reykjavik;Office;Office Chair;15614.99;4;0.0;Mastercard;Mobile
13731;2024-08-15 06:00:00;2010;Iceland;Reykjavik;Outdoors;Backpack;14514.15;3;0.0;Mastercard;Partner
13732;2024-01-10 01:00:00;6664;Finland;Helsinki;Electronics;Keyboard;6921.91;2;0.1;PayPal;Partner
13733;2023-03-17 03:00:00;5213;Iceland;Kopavogur;Outdoors;Backpack;21628.88;3;0.0;Visa;Mobile
13734;2024-10-03 05:00:00;5858;Denmark;Copenhagen;Music;Microphone;5222.85;2;0.05;Visa;Partner
13735;2024-05-26 06:00:00;7592;Denmark;Copenhagen;Gaming;Gaming Chair;5264.5;3;0.1;Vipps;Partner
13736;2023-03-06 06:00:00;9703;Sweden;Malmö;Office;Desk Lamp;5777.27;4;0.1;Mastercard;Mobile
13737;2023-10-30 11:00:00;7749;Iceland;Reykjavik;Sports;Yoga Mat;18641.15;1;0.1;Invoice;Web
13738;2024-05-31 16:00:00;1523;Norway;Trondheim;Gaming;VR Headset;19761.83;1;0.05;PayPal;Web
13739;2024-06-06 18:00:00;5238;Iceland;Reykjavik;Sports;Treadmill;24262.18;5;0.15;Mastercard;In-Store
13740;2023-03-31 18:00:00;7208;Iceland;Reykjavik;Music;Microphone;5465.87;3;0.0;Visa;Web
13741;2024-01-01 06:00:00;6824;Norway;Bergen;Outdoors;Backpack;13035.35;4;0.0;PayPal;Partner
13742;2024-10-18 05:00:00;8748;Sweden;Stockholm;Office;Whiteboard;7740.45;3;0.0;Mastercard;Partner
13743;2024-04-12 22:00:00;7771;Sweden;Stockholm;Sports;Treadmill;17069.15;4;0.0;Vipps;In-Store
13744;2023-09-03 22:00:00;7097;Iceland;Kopavogur;Electronics;Laptop;20742.06;4;0.1;Visa;In-Store
13745;2023-02-20 22:00:00;7271;Iceland;Reykjavik;Office;Whiteboard;6677.11;5;0.0;Vipps;Web
13746;2023-03-04 13:00:00;8529;Finland;Tampere;Outdoors;Tent;11256.34;2;0.0;PayPal;Web
13747;2024-01-13 02:00:00;3348;Sweden;Stockholm;Music;Guitar;18703.85;5;0.1;Visa;Mobile
13748;2024-11-06 08:00:00;6747;Sweden;Gothenburg;Electronics;Monitor;24612.96;1;0.05;Visa;Partner
13749;2023-05-29 22:00:00;3792;Finland;Helsinki;Gaming;Console;6115.09;3;0.0;Visa;In-Store
13750;2023-06-05 09:00:00;1542;Sweden;Stockholm;Electronics;Headphones;20155.63;3;0.0;Mastercard;Partner
13751;2024-04-09 21:00:00;4934;Norway;Tromsø;Music;Microphone;15301.17;4;0.0;Vipps;Web
13752;2023-11-08 12:00:00;2728;Iceland;Reykjavik;Sports;Football;10187.5;3;0.05;Vipps;Mobile
13753;2024-09-15 10:00:00;4171;Norway;Bergen;Office;Whiteboard;17788.17;2;0.15;Visa;Mobile
13754;2023-04-16 02:00:00;8702;Iceland;Kopavogur;Sports;Yoga Mat;20730.43;3;0.05;Invoice;Web
13755;2023-04-10 15:00:00;1824;Iceland;Reykjavik;Sports;Running Shoes;9041.73;3;0.05;PayPal;Partner
13756;2024-05-18 02:00:00;6300;Sweden;Stockholm;Electronics;Laptop;17662.63;5;0.1;Vipps;Web
13757;2024-05-06 12:00:00;2865;Iceland;Kopavogur;Outdoors;Tent;11456.4;1;0.0;Invoice;Web
13758;2023-03-28 14:00:00;5845;Iceland;Reykjavik;Office;Notebook;24553.11;4;0.0;PayPal;Web
13759;2024-05-26 05:00:00;6961;Norway;Tromsø;Outdoors;Tent;468.35;3;0.0;PayPal;Mobile
13760;2024-08-21 10:00:00;4606;Denmark;Copenhagen;Electronics;Smartphone;6643.58;3;0.0;Vipps;Mobile
13761;2024-12-30 08:00:00;3545;Iceland;Reykjavik;Music;Guitar;19085.68;3;0.05;Visa;Partner
13762;2024-06-24 00:00:00;8244;Finland;Helsinki;Office;Whiteboard;14384.53;1;0.0;PayPal;In-Store
13763;2024-03-22 11:00:00;1644;Norway;Stavanger;Music;Bass;3903.78;3;0.0;Vipps;Mobile
13764;2023-05-21 10:00:00;9096;Sweden;Stockholm;Electronics;Laptop;15832.35;2;0.1;Mastercard;In-Store
13765;2023-03-21 12:00:00;4273;Norway;Bergen;Electronics;Smartphone;18499.75;5;0.0;PayPal;Mobile
13766;2023-06-29 11:00:00;8593;Norway;Bergen;Outdoors;Camping Stove;23261.61;5;0.0;PayPal;Mobile
13767;2024-04-15 17:00:00;4079;Finland;Tampere;Office;Office Chair;13333.46;2;0.05;PayPal;Partner
13768;2024-12-04 09:00:00;9623;Sweden;Malmö;Office;Notebook;15776.26;2;0.05;PayPal;Web
13769;2023-05-30 11:00:00;4423;Iceland;Kopavogur;Office;Office Chair;15561.49;3;0.0;Mastercard;Partner
13770;2024-05-31 01:00:00;7885;Denmark;Aarhus;Office;Desk Lamp;20446.25;2;0.05;Vipps;Partner
13771;2023-04-11 13:00:00;3579;Iceland;Reykjavik;Music;Guitar;9581.03;2;0.15;Visa;In-Store
13772;2024-04-01 08:00:00;9742;Iceland;Reykjavik;Outdoors;Camping Stove;23700.13;2;0.05;Visa;In-Store
13773;2023-05-25 01:00:00;1235;Iceland;Kopavogur;Electronics;Headphones;12563.72;3;0.0;Vipps;Web
13774;2023-12-19 16:00:00;6491;Iceland;Reykjavik;Outdoors;Backpack;24385.43;2;0.0;Invoice;Mobile
13775;2023-02-17 22:00:00;4915;Iceland;Kopavogur;Sports;Treadmill;7702.99;3;0.05;Vipps;Partner
13776;2024-08-28 17:00:00;3400;Finland;Tampere;Outdoors;Tent;20838.98;4;0.0;Vipps;Partner
13777;2023-11-07 14:00:00;5352;Finland;Tampere;Music;Microphone;10196.39;5;0.0;Invoice;In-Store
13778;2024-09-08 01:00:00;3500;Norway;Bergen;Music;Guitar;15014.04;3;0.1;Visa;Partner
13779;2024-04-27 13:00:00;3629;Finland;Helsinki;Office;Whiteboard;5449.8;2;0.1;Mastercard;Mobile
13780;2023-01-01 18:00:00;3692;Finland;Helsinki;Sports;Running Shoes;17701.73;5;0.05;Invoice;Web
13781;2024-02-13 16:00:00;7412;Norway;Trondheim;Gaming;GPU;7114.51;1;0.0;Mastercard;Web
13782;2024-11-13 00:00:00;2269;Denmark;Aarhus;Music;Microphone;7687.31;2;0.0;Visa;Partner
13783;2023-08-21 09:00:00;6775;Sweden;Malmö;Gaming;VR Headset;14758.44;2;0.1;Mastercard;In-Store
13784;2023-06-20 01:00:00;4579;Norway;Trondheim;Music;Guitar;7563.2;4;0.15;Visa;Mobile
13785;2023-09-26 22:00:00;2543;Iceland;Kopavogur;Office;Office Chair;17527.82;2;0.0;Vipps;Partner
13786;2024-01-08 05:00:00;2245;Denmark;Odense;Gaming;VR Headset;20825.12;5;0.0;Visa;Mobile
13787;2023-04-22 07:00:00;1434;Denmark;Aarhus;Office;Office Chair;21203.08;5;0.1;Visa;In-Store
13788;2024-04-02 03:00:00;1458;Denmark;Copenhagen;Music;Guitar;19916.99;4;0.1;Vipps;Partner
13789;2024-09-15 18:00:00;1730;Sweden;Malmö;Sports;Football;16305.61;1;0.0;Mastercard;Mobile
13790;2023-09-24 03:00:00;8047;Sweden;Malmö;Music;Microphone;7502.69;3;0.15;Mastercard;Web
13791;2023-10-12 17:00:00;6837;Norway;Trondheim;Music;Drum Kit;9149.53;3;0.1;Vipps;In-Store
13792;2023-01-22 10:00:00;7904;Sweden;Stockholm;Electronics;Laptop;4428.76;4;0.0;PayPal;Web
13793;2023-01-09 14:00:00;3463;Sweden;Malmö;Office;Desk Lamp;5790.72;5;0.0;Vipps;Partner
13794;2023-02-09 11:00:00;1966;Sweden;Malmö;Music;Guitar;11505.8;4;0.0;PayPal;In-Store
13795;2024-03-19 01:00:00;5477;Denmark;Aarhus;Outdoors;Kayak;21700.18;2;0.0;Vipps;In-Store
13796;2024-10-02 20:00:00;5429;Finland;Tampere;Sports;Treadmill;7361.75;4;0.0;Visa;Partner
13797;2023-10-13 21:00:00;3997;Iceland;Reykjavik;Sports;Running Shoes;8544.75;2;0.0;PayPal;Partner
13798;2023-09-11 22:00:00;5121;Norway;Stavanger;Electronics;Smartphone;18792.04;3;0.1;PayPal;Web
13799;2023-09-22 09:00:00;6795;Norway;Trondheim;Music;Guitar;10917.47;5;0.05;Vipps;In-Store
13800;2024-08-04 16:00:00;3897;Finland;Helsinki;Gaming;Console;14466.84;5;0.0;Vipps;Partner
13801;2023-09-30 04:00:00;4170;Norway;Stavanger;Gaming;GPU;11418.13;2;0.05;Visa;In-Store
13802;2023-09-05 15:00:00;6426;Denmark;Odense;Electronics;Laptop;7470.89;4;0.1;Vipps;In-Store
13803;2024-08-30 01:00:00;3463;Finland;Helsinki;Sports;Football;22460.8;1;0.0;PayPal;Partner
13804;2024-02-15 08:00:00;2123;Norway;Stavanger;Sports;Treadmill;311.21;2;0.15;PayPal;In-Store
13805;2024-01-02 09:00:00;1410;Iceland;Reykjavik;Sports;Football;16691.82;2;0.05;PayPal;Mobile
13806;2023-08-15 15:00:00;2046;Sweden;Malmö;Outdoors;Kayak;17353.16;2;0.15;Invoice;Mobile
13807;2023-02-20 03:00:00;9160;Norway;Oslo;Sports;Football;11394.95;5;0.0;Vipps;Web
13808;2024-02-04 07:00:00;5556;Sweden;Gothenburg;Sports;Yoga Mat;16041.86;3;0.0;Visa;Partner
13809;2024-08-23 11:00:00;3426;Norway;Stavanger;Gaming;GPU;2793.16;2;0.0;PayPal;Mobile
13810;2024-06-30 13:00:00;6552;Norway;Stavanger;Gaming;Console;3714.05;1;0.0;Mastercard;Mobile
13811;2023-11-04 18:00:00;8249;Iceland;Reykjavik;Sports;Treadmill;6221.58;5;0.0;Visa;Partner
13812;2023-05-11 11:00:00;4573;Denmark;Odense;Outdoors;Kayak;21062.38;5;0.0;Vipps;Partner
13813;2024-12-06 13:00:00;8422;Denmark;Copenhagen;Gaming;GPU;2951.64;2;0.15;Vipps;Mobile
13814;2024-05-18 06:00:00;1110;Norway;Bergen;Music;Microphone;21128.59;4;0.0;Invoice;In-Store
13815;2023-09-16 13:00:00;5762;Finland;Helsinki;Electronics;Smartphone;984.58;5;0.1;Vipps;Mobile
13816;2024-07-31 21:00:00;6403;Sweden;Stockholm;Gaming;VR Headset;9978.5;2;0.1;Vipps;Mobile
13817;2023-01-28 10:00:00;1459;Iceland;Reykjavik;Outdoors;Tent;8248.24;5;0.0;Vipps;In-Store
13818;2024-08-22 06:00:00;9145;Iceland;Reykjavik;Electronics;Smartphone;4352.65;5;0.1;Vipps;Partner
13819;2024-05-20 02:00:00;8316;Finland;Helsinki;Office;Whiteboard;14009.85;4;0.0;PayPal;In-Store
13820;2024-04-05 19:00:00;7196;Finland;Tampere;Sports;Football;14256.07;3;0.0;PayPal;Web
13821;2024-07-09 15:00:00;7710;Finland;Tampere;Sports;Treadmill;1515.82;2;0.0;Invoice;Mobile
13822;2024-03-10 01:00:00;1163;Iceland;Kopavogur;Office;Whiteboard;11366.37;3;0.1;Mastercard;In-Store
13823;2024-04-14 02:00:00;2244;Sweden;Stockholm;Gaming;GPU;5343.18;2;0.15;Invoice;Web
13824;2024-02-27 11:00:00;9923;Iceland;Kopavogur;Gaming;Console;24368.29;1;0.05;Invoice;Partner
13825;2024-02-03 05:00:00;7902;Denmark;Odense;Sports;Yoga Mat;22686.28;3;0.05;Invoice;Web
13826;2023-11-19 07:00:00;1082;Finland;Helsinki;Outdoors;Tent;2272.69;4;0.0;Invoice;Mobile
13827;2024-12-23 23:00:00;6550;Iceland;Reykjavik;Sports;Running Shoes;18824.48;1;0.0;Invoice;Web
13828;2024-02-19 11:00:00;5358;Norway;Trondheim;Office;Notebook;6533.15;3;0.0;Vipps;Mobile
13829;2024-10-09 16:00:00;7247;Denmark;Copenhagen;Electronics;Laptop;2411.35;2;0.05;Visa;Partner
13830;2024-09-08 11:00:00;2710;Iceland;Kopavogur;Gaming;Console;10327.32;1;0.05;Visa;Web
13831;2023-03-07 19:00:00;4178;Norway;Oslo;Electronics;Headphones;22307.23;3;0.1;Invoice;In-Store
13832;2024-04-02 19:00:00;6505;Denmark;Aarhus;Music;Bass;3431.24;1;0.0;Invoice;Mobile
13833;2023-09-07 16:00:00;1187;Iceland;Reykjavik;Gaming;Console;16888.37;4;0.0;Vipps;Mobile
13834;2023-01-03 02:00:00;5124;Denmark;Copenhagen;Sports;Treadmill;10298.12;3;0.0;Visa;Web
13835;2023-09-26 20:00:00;3458;Norway;Stavanger;Sports;Running Shoes;6788.45;1;0.15;Vipps;Mobile
13836;2023-08-03 17:00:00;8116;Denmark;Aarhus;Office;Notebook;14367.42;3;0.05;Mastercard;Mobile
13837;2024-10-01 04:00:00;7017;Iceland;Kopavogur;Outdoors;Kayak;6239.21;4;0.1;Invoice;Mobile
13838;2024-08-02 04:00:00;9964;Norway;Trondheim;Office;Desk Lamp;23841.71;4;0.0;PayPal;Web
13839;2024-09-15 18:00:00;4262;Sweden;Stockholm;Gaming;Gaming Chair;4093.3;2;0.05;Visa;Web
13840;2023-04-27 03:00:00;9179;Sweden;Malmö;Electronics;Laptop;13705.19;3;0.1;PayPal;Web
13841;2024-07-11 13:00:00;7119;Denmark;Copenhagen;Gaming;GPU;24383.53;2;0.0;Mastercard;Mobile
13842;2024-10-11 13:00:00;1281;Iceland;Kopavogur;Electronics;Headphones;21014.17;2;0.0;Vipps;Partner
13843;2024-10-21 23:00:00;3085;Norway;Stavanger;Music;Guitar;14547.87;3;0.05;Mastercard;In-Store
13844;2023-03-31 19:00:00;7177;Finland;Turku;Outdoors;Tent;1991.42;2;0.05;Invoice;Mobile
13845;2023-10-20 11:00:00;9133;Finland;Helsinki;Outdoors;Backpack;19711.09;1;0.0;Invoice;Partner
13846;2023-11-13 23:00:00;9026;Finland;Turku;Sports;Treadmill;24311.67;2;0.15;Visa;Web
13847;2024-03-31 08:00:00;5658;Finland;Tampere;Music;Microphone;15097.33;5;0.0;Invoice;Partner
13848;2024-10-14 09:00:00;1228;Sweden;Malmö;Outdoors;Backpack;20540.65;3;0.0;PayPal;Web
13849;2023-12-25 06:00:00;9606;Iceland;Kopavogur;Electronics;Monitor;15275.98;4;0.0;Mastercard;Partner
13850;2024-04-27 03:00:00;3064;Iceland;Kopavogur;Music;Bass;16518.13;3;0.15;Vipps;Partner
13851;2024-11-06 06:00:00;8965;Norway;Oslo;Music;Drum Kit;8610.89;1;0.1;Visa;Mobile
13852;2024-05-10 07:00:00;7733;Denmark;Aarhus;Electronics;Headphones;10823.4;4;0.0;PayPal;Partner
13853;2024-09-18 04:00:00;4570;Iceland;Reykjavik;Office;Whiteboard;16907.82;4;0.0;Mastercard;Web
13854;2024-10-27 15:00:00;4981;Denmark;Copenhagen;Sports;Treadmill;11358.37;2;0.05;Mastercard;Web
13855;2024-07-30 15:00:00;5141;Finland;Helsinki;Electronics;Smartphone;14630.06;3;0.0;Vipps;Web
13856;2024-08-02 23:00:00;9607;Sweden;Gothenburg;Sports;Yoga Mat;19065.91;2;0.15;Vipps;In-Store
13857;2023-08-14 12:00:00;2464;Sweden;Stockholm;Music;Drum Kit;7233.73;3;0.15;Invoice;In-Store
13858;2023-07-07 11:00:00;9395;Sweden;Stockholm;Gaming;Console;14845.51;3;0.0;Mastercard;Web
13859;2023-07-24 13:00:00;4214;Finland;Helsinki;Electronics;Monitor;4899.7;2;0.1;Visa;Mobile
13860;2024-10-06 22:00:00;7635;Norway;Oslo;Sports;Running Shoes;21900.52;1;0.1;Visa;Partner
13861;2024-04-07 06:00:00;4901;Finland;Turku;Sports;Yoga Mat;5326.47;1;0.05;Invoice;Mobile
13862;2023-11-15 22:00:00;1486;Denmark;Aarhus;Office;Office Chair;15560.8;5;0.0;Vipps;Partner
13863;2024-10-27 22:00:00;9597;Norway;Tromsø;Office;Desk Lamp;9557.03;5;0.1;PayPal;Web
13864;2023-05-02 16:00:00;6149;Sweden;Stockholm;Sports;Football;6499.86;2;0.0;Vipps;In-Store
13865;2023-08-22 23:00:00;6754;Norway;Stavanger;Music;Microphone;12534.14;1;0.0;Visa;In-Store
13866;2023-06-29 19:00:00;9753;Denmark;Odense;Sports;Football;852.56;2;0.15;Invoice;Web
13867;2024-06-03 04:00:00;5136;Iceland;Reykjavik;Sports;Treadmill;23550.7;4;0.05;Vipps;Mobile
13868;2023-04-26 23:00:00;5308;Sweden;Stockholm;Electronics;Smartphone;2991.33;5;0.05;Mastercard;Mobile
13869;2024-02-05 05:00:00;6602;Finland;Helsinki;Gaming;Gaming Chair;3869.3;2;0.05;Mastercard;Partner
13870;2024-06-16 21:00:00;7228;Norway;Trondheim;Electronics;Smartphone;15827.79;3;0.0;PayPal;Web
13871;2024-05-08 08:00:00;9032;Iceland;Reykjavik;Music;Drum Kit;8720.91;4;0.15;PayPal;Partner
13872;2023-05-19 19:00:00;9615;Denmark;Odense;Sports;Football;24929.55;2;0.0;Mastercard;Mobile
13873;2024-12-16 21:00:00;4472;Finland;Turku;Outdoors;Kayak;18795.44;2;0.15;PayPal;In-Store
13874;2023-04-29 14:00:00;2146;Finland;Helsinki;Gaming;GPU;12863.53;4;0.0;Visa;Partner
13875;2023-02-08 17:00:00;2412;Denmark;Copenhagen;Sports;Yoga Mat;1238.46;5;0.15;Vipps;Partner
13876;2023-07-20 18:00:00;8666;Norway;Tromsø;Gaming;VR Headset;572.99;3;0.05;Vipps;Web
13877;2023-04-05 06:00:00;7906;Iceland;Kopavogur;Outdoors;Backpack;21186.98;2;0.0;Mastercard;Partner
13878;2024-06-16 07:00:00;9924;Finland;Helsinki;Sports;Running Shoes;22032.74;4;0.0;Visa;Web
13879;2023-11-11 13:00:00;9924;Finland;Helsinki;Outdoors;Backpack;8315.26;4;0.0;Mastercard;Web
13880;2024-01-28 01:00:00;1576;Norway;Oslo;Gaming;VR Headset;10910.7;1;0.05;Visa;Partner
13881;2024-02-07 08:00:00;4000;Iceland;Reykjavik;Office;Desk Lamp;18366.46;2;0.0;PayPal;Partner
13882;2023-06-23 22:00:00;7742;Finland;Tampere;Electronics;Keyboard;9089.06;3;0.15;Invoice;Web
13883;2023-07-18 18:00:00;1866;Denmark;Aarhus;Office;Office Chair;2772.33;1;0.05;Visa;In-Store
13884;2023-09-01 01:00:00;1974;Norway;Trondheim;Music;Bass;957.79;4;0.0;PayPal;Mobile
13885;2023-03-27 05:00:00;8020;Norway;Bergen;Gaming;GPU;22878.41;4;0.0;PayPal;Web
13886;2023-02-13 05:00:00;2692;Iceland;Reykjavik;Music;Bass;2560.2;2;0.0;Visa;Web
13887;2023-09-18 02:00:00;8723;Finland;Helsinki;Office;Office Chair;2400.93;1;0.05;PayPal;In-Store
13888;2024-02-07 03:00:00;6204;Denmark;Copenhagen;Outdoors;Kayak;12225.91;1;0.0;Visa;In-Store
13889;2024-05-28 09:00:00;4610;Iceland;Kopavogur;Music;Guitar;8841.43;2;0.0;Mastercard;Partner
13890;2023-09-14 18:00:00;2851;Iceland;Kopavogur;Office;Office Chair;3281.41;2;0.05;Invoice;Partner
13891;2023-06-19 17:00:00;1881;Denmark;Odense;Electronics;Smartphone;22730.76;5;0.0;Vipps;Web
13892;2024-10-30 03:00:00;1636;Iceland;Kopavogur;Sports;Yoga Mat;7724.63;5;0.05;Vipps;Partner
13893;2023-10-08 12:00:00;7446;Sweden;Gothenburg;Music;Bass;8100.85;5;0.0;PayPal;Mobile
13894;2023-05-26 07:00:00;8718;Sweden;Gothenburg;Gaming;Console;21670.2;2;0.1;Visa;Mobile
13895;2023-04-02 00:00:00;2955;Iceland;Reykjavik;Electronics;Monitor;6817.8;3;0.0;Invoice;Mobile
13896;2024-08-01 18:00:00;5249;Iceland;Reykjavik;Music;Microphone;9002.05;4;0.0;Visa;In-Store
13897;2024-01-28 09:00:00;3574;Finland;Turku;Electronics;Monitor;9284.99;2;0.0;Invoice;Mobile
13898;2023-08-17 23:00:00;5466;Sweden;Malmö;Sports;Treadmill;10281.49;5;0.05;Mastercard;Mobile
13899;2024-09-07 21:00:00;4751;Iceland;Kopavogur;Gaming;Gaming Chair;3191.3;4;0.05;Vipps;Mobile
13900;2023-10-23 17:00:00;9995;Finland;Tampere;Office;Desk Lamp;2024.19;1;0.05;PayPal;Partner
13901;2023-12-19 21:00:00;7331;Denmark;Copenhagen;Sports;Treadmill;23666.08;5;0.0;Invoice;Web
13902;2024-05-31 15:00:00;4511;Sweden;Gothenburg;Music;Microphone;18773.35;2;0.1;Visa;Mobile
13903;2024-11-06 02:00:00;5202;Sweden;Malmö;Music;Drum Kit;15308.05;4;0.1;PayPal;Partner
13904;2024-04-02 17:00:00;2395;Sweden;Malmö;Sports;Running Shoes;7517.51;4;0.05;PayPal;Web
13905;2023-10-12 15:00:00;6138;Denmark;Copenhagen;Outdoors;Tent;21106.03;5;0.0;Visa;Partner
13906;2024-11-29 23:00:00;5820;Iceland;Kopavogur;Outdoors;Backpack;10689.12;4;0.0;Vipps;Web
13907;2023-02-10 08:00:00;5136;Denmark;Odense;Electronics;Headphones;2138.64;2;0.0;Mastercard;Web
13908;2024-03-08 14:00:00;8302;Denmark;Aarhus;Gaming;Console;22342.38;2;0.0;Invoice;Web
13909;2023-08-03 15:00:00;4824;Iceland;Kopavogur;Electronics;Headphones;4604.1;4;0.0;Vipps;In-Store
13910;2024-03-26 18:00:00;4300;Finland;Turku;Music;Microphone;4741.3;5;0.0;Visa;In-Store
13911;2024-03-25 16:00:00;9168;Norway;Tromsø;Gaming;Console;20951.5;3;0.0;PayPal;Web
13912;2023-09-13 05:00:00;6517;Norway;Stavanger;Sports;Yoga Mat;8887.32;5;0.0;Mastercard;Partner
13913;2023-07-02 02:00:00;2530;Norway;Trondheim;Office;Office Chair;15267.8;3;0.05;Visa;Partner
13914;2023-07-21 14:00:00;3890;Norway;Bergen;Office;Office Chair;4317.8;5;0.0;Vipps;In-Store
13915;2024-11-04 23:00:00;5757;Finland;Helsinki;Office;Desk Lamp;6038.38;1;0.05;Mastercard;In-Store
13916;2023-05-11 14:00:00;7660;Norway;Oslo;Electronics;Smartphone;23106.42;3;0.15;PayPal;Mobile
13917;2024-06-12 19:00:00;1312;Iceland;Kopavogur;Sports;Running Shoes;5835.86;1;0.0;Mastercard;Mobile
13918;2024-03-10 15:00:00;2052;Sweden;Stockholm;Sports;Running Shoes;4023.41;3;0.0;Visa;Mobile
13919;2024-04-26 12:00:00;5849;Norway;Oslo;Electronics;Monitor;10171.43;5;0.15;Invoice;Web
13920;2023-02-13 22:00:00;2857;Norway;Oslo;Office;Notebook;22671.12;3;0.0;Visa;Partner
13921;2023-04-22 05:00:00;3612;Norway;Bergen;Outdoors;Tent;10053.2;4;0.1;Mastercard;Web
13922;2024-11-25 03:00:00;5751;Finland;Helsinki;Outdoors;Tent;18909.97;1;0.15;PayPal;Web
13923;2024-11-01 01:00:00;1877;Finland;Helsinki;Outdoors;Camping Stove;11235.27;3;0.05;PayPal;Partner
13924;2024-06-23 02:00:00;8617;Denmark;Odense;Office;Whiteboard;10532.35;3;0.1;Vipps;Web
13925;2023-08-27 05:00:00;4300;Finland;Helsinki;Sports;Football;16767.83;3;0.0;Visa;Partner
13926;2024-05-26 18:00:00;7202;Iceland;Kopavogur;Sports;Yoga Mat;8929.51;3;0.1;Invoice;Partner
13927;2024-09-12 11:00:00;3268;Iceland;Reykjavik;Sports;Football;10606.13;3;0.1;Vipps;Partner
13928;2024-01-23 09:00:00;1362;Finland;Tampere;Electronics;Headphones;13208.92;1;0.1;Invoice;Mobile
13929;2024-08-14 17:00:00;1881;Finland;Helsinki;Office;Whiteboard;6642.25;3;0.0;Invoice;Web
13930;2024-11-09 17:00:00;4077;Sweden;Malmö;Music;Bass;11694.06;2;0.0;Invoice;Web
